,userid,recipeid,comment,time
1748,4,1749,"I made it and shared it with my friends, it's worth making!",2022.06.17
1749,3,1750,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1750,4,1751,"I made it and shared it with my friends, it's worth making!",2019.03.19
1751,4,1752,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1752,2,1753,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1753,5,1754,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1754,4,1755,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1755,2,1756,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1756,6,1757,"I made it and shared it with my friends, it's worth making!",2021.12.24
1757,6,1758,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1758,2,1759,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1759,5,1760,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1760,5,1761,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1761,3,1762,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1762,6,1763,"I made it and shared it with my friends, it's worth making!",2019.03.19
1763,6,1764,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1764,5,1765,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1765,1,1766,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1766,4,1767,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
1767,1,1768,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1768,2,1769,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1769,5,1770,"I made it and shared it with my friends, it's worth making!",2019.04.07
1770,2,1771,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1771,1,1772,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
1772,5,1773,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1773,3,1774,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1774,3,1775,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1775,1,1776,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1776,6,1777,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1777,4,1778,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1778,3,1779,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1779,1,1780,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
1780,3,1781,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1781,2,1782,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1782,6,1783,"I made it and shared it with my friends, it's worth making!",2020.07.28
1783,1,1784,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1784,5,1785,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1785,6,1786,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1786,2,1787,"I made it and shared it with my friends, it's worth making!",2020.07.28
1787,6,1788,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1788,5,1789,"I made it and shared it with my friends, it's worth making!",2019.03.19
1789,4,1790,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1790,2,1791,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1791,4,1792,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
1792,4,1793,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1793,4,1794,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1794,5,1795,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1795,5,1796,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1796,1,1797,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1797,5,1798,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1798,5,1799,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1799,3,1800,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1800,1,1801,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1801,1,1802,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1802,3,1803,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1803,5,1804,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1804,4,1805,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1805,3,1806,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1806,2,1807,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1807,5,1808,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1808,5,1809,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1809,3,1810,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
1810,5,1811,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1811,3,1812,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1812,2,1813,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
